,text,label
6446,[USER] [USER] bitch. 😖,1
18585,"rt [USER]: alcohol is liquid truth. so if a girl is a hoe when she drinks, she's naturally a hoe anyway.",1
7755,aint this a bitch... i just saw my bitch kiss a bitch . you lucky i dont kill yo ass but you can still get pistol whipped - wayne,1
1710,“[USER]: bitch im weakkk vic 😂😂😂”😂😂,1
23590,yasss bitch yass,1
11448,i'll be a yankee fan forever,0
6259,[USER] ayy might as well get. fat hoes don't even like abs nomo they like balla bellys,1
16760,rt [USER]: you got niggas and i got bitches.,1
24727,my bitch look like a black barbie n nigga imma ken doll breath smellin like filet mignon and menthols..,1
4291,[USER] [USER] thats a goddamn terrible joke you gbe lookin bitch,1
1280,"“[USER]: mental asylum in dallas texas, 1980's. [URL] should i go find this hoe?",1
11048,"i must have pissed this nigga off aha um, because he my hoe & he acting outta line 😂😭",1
8886,dark skinned girls with blonde hair need to stop it. the only bitch that can rock that is dijonay from the proud family.,1
17560,"rt [USER]: ""seton catholic where their own students talk trash about how low of a division there football team is in.""",0
21117,seeing elder queer couples marry really is emotional. they get to live their final years with equality and with dignity.,1
6375,[USER] & 4th my guinea pig will haunt you,1
12503,karlie jus put all these bitches on niggas better start checkin they wheels after y'all drop y'all bitch off,1
9494,fuck around & take them hoes back,1
17528,rt [USER]: drunk inlove with my gun bae bitch beyoncé 😈😏,1
7052,[USER] ugly dyke,1
16762,rt [USER]: charlie baker about to make his final election eve campaign stop- here at swampscott high school. wcvb wcvb poli [URL],0
12974,looks like a tool but is useful as a clay hammer fag [USER] [URL],0
22026,the guys at la fitness are such fags 😂😭,1
13957,on the anniversary of 9/11 isis & al qaeda supporters each claim ben laden as their own as a show of their jihadi authenticity pathetic,0
10423,i chase bread over hoes cause i never met a dollar i aint like facts,1
2822,[USER] pop wop and drop it tho,0
10689,i had 14 fags in the space ae 3 hours? excuse me? confused where ssh it going,1
17941,rt [USER]: rich dollaz always trynna snatch a bitch. like he a bitch 😂,1
15103,rt [USER]: [USER] bitch where tf you think you going?!,1
11414,i would describe [USER]'s work as blaxican.,0
17421,rt [USER]: “[USER]: i got hard dick for all dez bitches. i get all they numbers i don't call dez bitches.” lmao rt,1
21156,she a dirty bitch and i dotn have a doubt,1
5485,"[USER] [USER] [USER] i said i was from where stop putting words in my mouth, that's something a bitch would do",1
9685,gillette is for pussies,1
810,u might not get in 😂😂😂 fucc nicca beer and tacos we the last ones left [URL],1
10104,hitler didn't finish it. can u. if a nigger ur jew confronts u in the street what then.,1
1339,“[USER]: 😂rt [USER]: when y'all hoes going to learn how to spell” 🙌🙌,1
19019,"rt [USER]: ""[USER]: why everybody sayin i don't listen 😭😂😭""u don't bitch u gone learn one day",1
25159,we don't pay hoes... we don't save hoes,1
1865,“[USER]: [USER] bang💁”that's a trust worthy bitch😐😩,1
13592,niccas be hating on my nicca jeezy ... real talk,1
20412,rt [USER]: “jinkies i lost my glasses!” - velma in every fucking episode of scooby doo like damn bitch get contacts,1
14681,rt [USER]: poont gotta be trash,0
4080,[USER] i thought you was talm bout the school wifi i was gon say all you had to do was ask a bitch 😂😭,1
20831,rt [USER]: chest tattoos on females are trash .,0
16542,rt [USER]: baddest bitch didn't win queen. fuck the mexicans. i'll buy yo house. [URL],1
5114,[USER] 😂😂😂😂 pot of gold ass nigguh,1
13042,man i'm tired of dealing with these hoes but my dick not,1
5083,[USER] has to be live version ! pulled pork clams baby jesus lil smokey,0
45,""" pussy is a powerful drug "" 😅 happy humpday [URL]",1
8954,dey put us on lockdown cus dey searchin bitches cars fa dat dope,1
6729,[USER] bitch😡,1
15666,rt [USER]: [USER] dat nigga lame bro he unfollowed me like a bitch,1
8473,but i can't get her to smoke unless i bitch about it. the struggles of having a girl who doesn't... in actuality it's a great thing.,1
23409,will you sell that pussy for me ?,1
7504,[USER] thanks bitch,1
9762,"good morning, you hoe ass niggas. *pimp c voice*",1
22417,this bitch compared dicks to pencils get sharpened ... like don't as you sharpen a pencil it becomes more useful,1
10410,i can't talk to anyone but you can go answer little.phone calls from your little bitches on the low in the bathroom foh,1
17084,"rt [USER]: mary had a juicy clam, was always good to go little touch of boated man and she began to flow  hallmark nostra collecti…",1
1411,“[USER]: [USER] fuck up bitch 😒” get out mi house 🏡👊🙅😂,1
14882,rt [USER]: i like blowing loud wit bad bitches 👯,1
23017,we're a good match cuz we both retarded...n weed,1
23517,"y'all hoes broke, be stealing from the mall but be flexing",1
6030,"[USER] couldn't make it nigga was at the e.r. my bad then my charger for my phone ripped so i can text, i'm on my ipod all ghetto",1
2047,>mfw some rachet ass hoe drops some scripture or religious stuff on social media [URL],1
15210,rt [USER]: ahaaaa duhhrt [USER]: these hoes are for everyone !,1
5361,[USER] probably time to put this twitter feed to bed nyy,0
22554,this just in: don't trust these hoes [URL],1
8565,can't be a major nigga with a minor hoe,1
22493,this class ghetto as hell,1
16918,rt [USER]: صورة لطائر الكاردينال الأحمر المميز، أحد شخصيات لعبة الطيور الغاضبة angry birds الشهيرة ! • [URL],0
2892,"[USER] oh i am.. she cool though, might off her a brownie lol",0
12229,it's a lot of fat bitches at this party i'm we at right now my outfit way too much fire to be at a function like this,1
17855,rt [USER]: so many groupie hoes in the condo its a group home - [USER],1
11558,"i'm from long beach california... so people automatically think i'ma badass, or a bitch.... hahha",1
2143,"' she love it when i talk to her crazy 󾌧󾍃 suck a niggah dick , with a whole lotta spit 󾭛 let it drip 󾭜 yea catch... [URL]",1
23187,when it come to bitches.... niggas will get dirty,1
5152,[USER] taylor wack ass bitch nigga,1
12376,"jihadis claim to have shot an iraq army mi-35 attack helicopter in beji & identify its pilot by name, rank",0
19580,rt [USER]: if your friend is a hoe u a hoe too. birds of a feather flock together,1
20787,rt [USER]: when you're stressing over someone then realize you got hoes .. 😂😭💯 [URL],1
1873,“[USER]: i'm driving myself insane.”fag,1
20591,"rt [USER]: every man can't have a bad bitch. but in this country if you got 100$ cash & r willing to go where poverty roams, you …",1
24589,ion have hoes so really you have no reason to worry about me cheating. if anything ill cheat on you with my left hand lbr,1
2549,[USER] [USER] [USER] it's a mutation. genealogy is convoluted. basically the zebra gene currieries are slaughtered=extinction,0
19314,rt [USER]: stupid ignorant bitch “[USER]: stopped by chick-fil-a in the woodlands to support a great business. [URL] ...,1
8546,can really hold phone convos in my house with this trash ass service,1
3323,[USER] nigra in da back,1
6105,[USER] lmao don't fight me you don't know my ghetto ass school dude i highly doubt that since i don't give a fuck about it,1
11245,i think i'm having my guy period today. i have been such an emotional bitch heh heh heh,1
21476,"some black people live in an entirely different world where everything is peaches and cream, apparently. take off the rose colored glasses.",0
3650,[USER] 😏😩leezy got all the bitches,1
11520,i'm asking this boy questions like he my bitch,1
24140,"bitch with all niggas, hmmm she either gay or a hoe",1
24767,niggah  hurry up,1
22487,"this bitches need to get it right , your so wid it",1
12325,"iv decided to grow my hair, i aint braiding it tho.......straight curls out dis bitch !",1
24171,bitches talk... hoes talk even more!!!,1
9964,"have you heard ‘guala shit featuring: chase-da-doe,r.o.m.e.,and the boy big’ by joseph chase rinche on sound cloud? [URL]",1
9974,"having spent the whole of catching fire telling the bitch next to me to put her phone away, i am now battling the masses so i can buy milk",1
17787,"rt [USER]: ""i’ve had the greatest job in the world. i got a chance to be the shortstop of the new york yankees.” - derek jeter [URL]",0
122,"""[USER]: [USER] aw."" ...fag, don't tweet ""aw"" to me lol",1
2291,3 things i cant stand while dealing with a bitch!   a. hit feet b. stank ass breath c. skank ass ways,1
6288,[USER] [USER] [USER] mammy push you out and had a white baby like a bitch,1
5055,[USER] [USER] we outchea bitch,1
24295,every time i ask for something the waitress touches my knee till i'm done asking. that mean she tryna give a nigga some pussy don't it.,1
1420,“[USER]: lmao [USER] & aero sound young af talking bout hoes n weed n shit” [USER] brah you gotta listen to this shit,1
14313,"right ""[USER]: the same bitches saying ""positive vibes"" are the same bitches making fun of someone's weight.""",1
6799,[USER] thanks...bitch.,1
15855,rt [USER]: cowboys trash again.the nfl is bike to normal,0
24874,pussy causes wars.,1
22784,two dyked fightin over a bitch lol gtfoh,1
4593,[USER] how about i just fuck you right in the pussy,1
412,"""[USER]: does he look like a bitch?"" [USER]",1
13548,never gas hoes but i do take they ass home,1
13600,"nicholas rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" spelling bee",0
10982,i love bad bitches 😍😍😍,1
10705,"i hate a ""hacked at 20k"" ass hoe..",1
3144,[USER] wrong maybe you been dealing with pussies but i don't put up with that crap. if i f*** up telling me i f***** up. keep it real,1
7602,[USER] [USER] & profeten voor 'm?niemand weet exacte leeftijden maar v aicha opeens wel.again zelfs mn ma weet niet hoe oud z is,1
17431,"rt [USER]: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""  no u might be stupid if u pay 4.99 …",1
22335,they had a steak category.   ran that bitch like a busto.,1
15184,rt [USER]: i never bought a bitch....,1
10512,"i don't owe you shit, bitch, leave me alone",1
17958,rt [USER]: tuh! rt [USER]: when u plan on going to a party and u don't and u gone on twitter da next day & see dat that hoe did …,1
13011,"mace for your wife, charlie brown? rejected peanuts specials",0
13102,"maybe i'll love you one day, maybe we'll someday grow. till then just sit your drunk ass on that runway hoe.",1
4158,"[USER] just got his pussy kicked, he's out, done, [USER] wins, per fox news.... election 2014 t cot gop tea party p2",1
17620,"rt [USER]: i don't care how pretty you are, if your personality is trash men are going to treat you accordingly.. that's not tru…",0
8909,"dayum u gyp, u gone have mfs thinking im wiping my face w/pissy diapers n shyt grrrrrr",1
21074,say my fuccn name hoe!,1
235,"""[USER]: can't worry about a bitch that ain't worried bout me"" real",1
19756,rt [USER]: lost my erection and found it in your girlfriends pussy,1
12754,"like the hoes when they lay w/ me.. puppy eyes when i go, sayin stay wit me",1
20043,"rt [USER]: ratchet bitches be like ""my name is shaniqua asssofathairsoreal brown get *claps* it *claps* right *claps*""",1
23638,"yep, sources confirmed it. that iggy concert last night was trash",0
14002,only bitches talk shit,1
3820,[USER] bitch merry christmas,1
3470,[USER] word!! school flow on a dumb hoe...,1
434,"""brownies for my brownie"" i love this movie. 😅",0
1891,“[USER]: that one friend who you greet with an insult.” [USER] [USER] niggers,1
10413,i can't trust a bitch 💯,1
6879,[USER] [USER] fight me you fucking obese niglet,1
18466,rt [USER]: niggers! [URL],1
19871,rt [USER]: you have a new boyfriend every week.. tf you doin hoe?,1
9462,"from now on, i will call all radical muslims niggers! it is very fitting, and it is racist!  i am racist against anyone who hates america!",1
16135,rt [USER]: if you thought mansion elan was crazy with migos wait til boosie & yo gotti shut that bitch down tonight [URL],1
2917,[USER] pussy ass nigga.,1
429,"""baby i like being on your left side"" no bitch you can't be there cuz the street on that side and twitter said i ain't real if you do",1
24785,no lie tho i'm weak for a pretty bitch. have me doing all type of shit that ain't really me.,1
19237,rt [USER]: boys get thirsty and grimey for a girl no pussy getting ass niggas,1
1733,“[USER]: scrappy always on the reunion with hella hoes 😂”real nigga lmao,1
2869,[USER] oh no! sorry hun. that sucks. hope you heal fast. 😕 dancer problems,0
1155,"“[USER]: grandmas always b asking you ""do you have a girlfriend???"" no....i got hoes tf you mean” real shit.",1
15111,rt [USER]: don’t send me snapchats from something i wasn’t invited to you rude ass bitch,1
532,"""mam, renée doet in haar rol net of ze ongesteld is wat is ongesteld?"" van dat soort vragen waar je denkt: hoe leg ik die weer uit.",0
17868,"rt [USER]: nigga when from "" can i get a hug"" to ""i got hoes b "" [URL]",1
4817,[USER] doubt it cause a bitch aint nothing but a nigga downfall,1
19159,"rt [USER]: ""boys are dumb! no faith in boys!!"" bitch shut up youre in high school acting like this is going to be the person you marry.…",1
1770,“[USER]: finger a bitch w/ my trigger finger” nigga shut up,1
12170,is this hoe gone dm me back,1
23521,y'all hoes really get mad cause a nigga don't want cha,1
22847,ugly fucking nigger baby. thought it was a gorilla at first.14/88 [URL],1
19293,"rt [USER]: ""hoooow bitch how"" 😂[USER]",1
9795,"got hit on by a 70 yr old cripple...& thinking, even if i were to accept your sexual advances there wouldn't be much you could do about it.",1
11295,i wanna buy my bitch every bag,1
22256,these hoes don't like a nigga they love my money these niggas don't like a nigga they all want some'n! [URL],1
7645,"a hoe gon be a hoe, that ain't a hunnid.",1
3894,[USER] do u still have ur blk. pom?,0
5182,[USER] i thought you would like him cause of the chi but yeah he a faggot,1
21862,that hoe said...my booty on fleek lmfaooo,1
2907,"[USER] dunleavy, my cracker ass honkie",1
20071,rt [USER]: the incredible scales of celestial bodies. [URL],0
18262,"rt [USER]: when you think you sliden, bitch you slippen & i know the truth. i knoww i knoww i knoww, you know that i knoww i knoww i…",1
7455,[USER] thats right niggah netherlands!!!,1
20348,rt [USER]: bad bitches [URL],1
3392,[USER] [USER] i'm on that straight cali kush bitch don't kill my vibe,1
5363,[USER] ugh,0
21907,that's a legal tackle faggot rt [USER]: seriously? [URL],1
12795,lmao rt [USER] the food ain't gon run from you fat bitch,1
21144,sexy bitch lame nigguh,1
8600,can't wait till my bitches get here 💃,1
3692,[USER] fag,1
19048,"rt [USER]: dude does his girlfriend's mom, trashes her wedding. mopes to folk rock. explain a film plot badly",1
18869,rt [USER]: [USER] hahahaha signs be funny than a bitch,1
21057,same people bitchin about jetpacks and shit in aw are counting down the days until it comes out buncha fags.,1
21355,smh. go play dreamcast rt [USER]: hate playing with someone at home on that trash ass default broadcast cam... 2k camera is the goat,1
23095,what restaurant drugs tests hahahaha that's fuckin trash,1
12258,it's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got benz you riding honda accord,1
16554,rt [USER]: “[USER]: when you ain't had pussy in a hot minute... [URL] omm 😂,1
10333,i beat that pussy up up up up,1
6924,[USER] he will need monkey bars on his tricycle,0
4589,[USER] lmfao i wasn't scanning anything..the fat hoes was hittin me up,1
1514,"“[USER]: ""[USER]: [USER] i threw them hoes away"" you also just threw yo life away”bruhhh 😭😭😂😂😂",1
11727,i've been sleeping with my mom for the past few weeks and i swear this bitch is having sex dreams or something always moaning in her sleep,1
18155,rt [USER]: this bitch at work gone make me slap her head off her fuckin neck,1
12435,just got into with some chic in rally's parking lot bitch speeding through the parking lot and almost hit my niece 😡😡,1
23844,you know what fuck you too bitch your such a little hoe! >.<,1
23103,"what these bitches want from a nigga?, like on some dmx shit",1
6326,[USER] i'm trash,0
19174,rt [USER]: when i make the paper ball into the trash can 💨 [URL],0
23644,"yes ugly bitch with the shitty platinum blonde skunk hair, you did take cuts",1
15712,"rt [USER]: reasons to be a mermaid:  - no periods - no pants - perfect hair - u get to lure men into their death  also, free clam…",0
5834,[USER] the dude took off running like a bitch!,1
21935,thats my bitch when i feel like it.,1
22638,those faggots that keep posting gay ass videos of them cuddling with their gf's on facebook.,1
17836,"rt [USER]: if i stop my car so that you can walk across the street, i better see some hustle out of you! knees to chest bitch, knees …",1
7355,[USER] yes!!! i love the hair on her pussy...lol,1
1991,“[USER]: on the east coast there's colored hair everywhere.   this must be the sweetest wave ever.” [USER],0
15232,rt [USER]: [USER] [USER] ya mom lick ass for christmas gifts bitch lol,1
13137,meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ fhc,0
9576,fucken pussy,1
7311,[USER] i tell it how it is if yu ain uh bitch or uh hoe i call yu by yo name,1
11797,"if i respect you, i demand your respect back. if you think you can be a bitch, i can be an even bigger one. bring it",1
16523,rt [USER]: when you're a local in pc you can't love anybody because everybody turns into hoes on springbreak,1
5734,[USER] ununnnn what plans? text me niggah!!,1
8673,charlie is so adorable. [URL],0
9721,god damn zebras every virginia possession the whistle blows geeze.,0
15130,rt [USER]: i just wanna b a side nigga to a thick pretty faced cuffed hoe that does coke bumps garbage underground rappers n shops at p…,1
16250,"rt [USER]: if a girl sit on your face, and your nose goes into her pussy, and she rides your nose like a bull, she's a keeper.",1
3200,[USER] hit the clam chowder.thanks for the wishes and the card,0
21738,taking pics i'm the school bathroom is fucking stupid retards,1
1910,“[USER]: bitch said i lie too much bitch you ain't worth telling the truth too”‼️‼️‼️,1
12079,ima shmurda dance in that pussy hoe !!,1
25048,these bitches need to be called out i'm sorry [URL],1
6340,[USER] 😏😏😏 yas bitch . don't have too much fun,1
5782,[USER] hbic....... head bitch in charge. lol,1
9830,"grandma: ""(macon) is a rinky dink mosquito-filled cop-infested swamp."" lmao",0
7661,a man will cheat on his woman.. fuck 20 different bitches in 1 year.,1
4912,[USER] ..its all about you and white conservative teabaggers. you all make the world go round. please be our rulers.....stockboy,0
10133,"hoes will be hoes, monday - saturday & starting again sunday after church services.",1
16782,rt [USER]: “[USER]: “[USER]: “[USER]: this bitch is awesome 🙌 [URL] this,1
10248,i ain't a killer but don't push me. revenge is like the sweetest joy next to getting pussy,1
945,wcw all the bad bitches 👅💦,1
24128,bitch live a little.,1
505,"""i'm downloading you a new personality and ordering you a new face! you bitch.. i love you.. goddamn it!"" -axl rose yelling at his sex robot",1
6450,[USER] ima call you of a different number cuz moms still on sum hoe shit,1
14159,photo check for background spooks. [URL],0
15485,"rt [USER]: in the 2-6 bitch we prolly hit the same bitch, in the 2-6 bitch we gone bang the same shit, in the 2-6 bitch we prollu hit…",1
6047,[USER] that nigguh sucks,1
3534,[USER]  well ho di doe. thank you,1
16030,"rt [USER]: [USER] [USER] alright i'll meet you there 👌 and im not a fag , in fact brian don't give her shit",1
24217,coon rt [USER]: <fills coffee up halfway> <uses 11 irish cremes to fill other half>,0
4009,[USER] bitch who is you?,1
744,jesus christ was straight> that's why the faggots killed him. period son of god>,1
25226,wonder if they gon have em for the low on nigger friday....,1
2312,5sos be like: come hang out with us!! but not if u fugly. oh and side hoes to the left thnx.,1
22474,this bitch so ratchet,1
16835,"rt [USER]: i hate when bitches say ""that ain't cute"" lol did i say i was trynna be cute",1
8990,dis hoe wasnt dis violent on lottery ticket 😂😂,1
15266,rt [USER]: [USER] i know that's trash,0
12166,is there a vending machine around this bitch im starvin,1
23374,why isn't rogers in the game? what a pussy! no heart. not tough. where's the out cry? oh he's really hurt? no excuse. cutler's tougher...,1
10004,he pussy whipped without getting the pussy rare “[USER]: [USER] lmao he gotta snap out of it”,1
20683,rt [USER]: jen: bitch daquan dropped your kids off today  keisha: bitch i don't got kids  jen: not no more bitch i swallowed em [URL],1
22845,ugly bitches post the most retarded shit on social media.,1
24926,shout out to pullz cuz i kno if i was trash he would have kept it a buck... i swear he had every i made jus cuz n actually bump dem too,0
18758,rt [USER]: man i'm strolling and all i see is y'all hoes that suck dick talking about her like man don't stunt on her bru .,1
7620,a bf and gf👫 are suppose to laugh😂 at these hoes👯 together💑. a guy should never have these hoes👯 laughing😂 at his girl💆,1
14016,only keep real bitches in attendance 👭💁,1
1601,“[USER]: [USER] already going [URL] how i look at side hoes when daddy walk in the room.,1
19988,rt [USER]: too bad i'm a bitch.. 😐,1
5004,"[USER] why did they add your name all ghetto like that? looks like they used label maker, lol!",0
4596,[USER] [USER] aye sae en feeld kawkin dyke,1
24339,fucking hot boots. who doesnt love a boot boy. lick those soles clean. [URL],1
10582,i fink this catfish shit is funny afta all how can this bitch thinks that she was talking to bow wow doe 😂😂😂,1
22223,these ho%e$ for everybody just like these niggahs for everybody! a hoe gone be a hoe regardless and (cont) [URL],1
17869,rt [USER]: no respect for a bitch  she gonna top me regardless [USER],1
21168,"she cares tho. appreciate her. lol rt [USER]: a trolling bitch is a lonely bitch.""",1
24078,anyways never trust a bitch & dont snitch unless you looking for some az and 1 ditch,1
13074,mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -,0
17112,rt [USER]: “[USER]: [USER] the last bitch i fucked was a mixed breed” 💯💯💯😂😂😂,1
12052,im sorry but you didn't have to be a bitch last night.,1
9804,got these hoes lurkin got these niggahs talkin,1
17414,rt [USER]: i started fuckin with bitches who believe everything their horoscope say.they believe the dumbass horoscopes they gunna bel…,1
10267,"i ain't trying to fuck, bitch. i just want wings.",1
20235,rt [USER]: stacy's mom doesn't have shit going on.  twitter bitches have it all.,1
16027,rt [USER]: whipped [URL],0
19436,rt [USER]: oreo cheesecake bars [URL],0
25180,when ah rich nigga want ur bitch it's nothing u can do... but hope she think about u on dem shopping sprees...,1
16882,rt [USER]: hoes be mad at you cause your nigga wanted you over her 😴,1
16502,rt [USER]: to fez: your nipples couldn't be covered by two trash can lids. [USER],1
13377,my lil bitch a vet she say she need a dog,1
16216,rt [USER]: saw some bitch texting and driving so i rolled down my window and hucked my beer at her. johnny fuckin patrol keeping t…,1
2035,& i most defiantly will not let no bitch who fw a nigga i already had get the best out of me 😂😭 fuccin wit my hand-me-downs & shit,1
15675,"rt [USER]: the racists are [USER] and its crew of anchors. not ""right wing "" folks. [USER] mocks mixed gop kids. [URL]",0
23416,wintertime .. bout to turn the grind back on .. don't spent enough money wit u niccas,1
7987,angel stop rting that fugly bitch,1
8150,bad foreign bitch she a walkin ferrari,1
24661,lmao rt [USER]: tu madre rt [USER]: nacho doritos trash,1
4348,[USER]  dat damn dog eats betta den most colored folk do.,0
24206,chargers and raiders are both trash⚡️bolt up doe,0
24739,my main bitch [URL],1
17481,"rt [USER]: ""who's my bitch?"" i am, stephanie. i am.",1
17358,rt [USER]: all you hoes is still gon' be hoes tomorrow.,1
2608,"[USER] l voted and supported u and u pulled the rug out from under us, a nation and worse, cuz were not in ""your circle"" were trash.",0
15298,rt [USER]: the most ghetto bitches be pregnant a/f smh poor kids! 😓,1
9545,"fuck this i need a fat bitch, these skinny bitches ain't hungry for da mula hahaha",1
15054,rt [USER]: if you're fucking your sons barber and you still gotta pay for the cut...ya pussy is wack! 😹,1
1524,"“[USER]: i got money , guns , gold , bitches nd stacks nigga fuck this net beef have my shooters get at niggas” a bring dat friday den",1
18901,rt [USER]: “[USER]: when she waives her pussy fees>>>>” bye lawrence 👋,1
17361,rt [USER]: 🎤😩i just touchdown on pussy nigga!,1
87,"""[USER]: [USER] faggot read my tweets after dat k"" it wasn't even funny lol",1
7906,always a good sesh wit my niggah blakk,1
12786,little things can just kill a negros mood man,0
9783,got a bitch so bad you can't afford to fuck.,1
21504,some people are so constantly pessimistic. it's so unattractive. like if you have that much to bitch about why don't you start changing?!?,1
8038,"as a girlfriend, you gotta accept the fact hoes gone be all up in his face. but as a boyfriend, he better let them hoes know wassup.",1
5249,"[USER] vince, what is the general feeling of the natives that you know in regards to the term ""redskins""? offensive to them or not?",1
3998,"[USER] our ""disco"" we used for disaster recovery was an awesome brownie points to how well built they are. most extreme conditions!",0
18044,"rt [USER]: ""she's really nice when you get to know her!"" = she's a bitch but you'll get used to it.",1
10272,"i aint saying you a bitch, but you be acting like a female, dog.",1
6576,[USER] got bitches that look like bulldogs instead lol,1
11230,"i tell the truuuooooth... that bitch is ugly, yeah her aunt, and momma too. i was gone lie about er, but bro i had to tell the truth.",1
10,""" keeks is a bitch she curves everyone "" lol i walked into a conversation like this. smh",1
9460,friends don't let friends become guidos. the more you know,0
24787,"no paper hoe, but you can have some more of me",1
12340,japanese babe maria ozawa gets her asian pussy fucked hard [URL],1
9561,fuck you bitches who send dudes to child support court just because you're petty,1
22994,we don't play 🏀 bitch there's no take backs,1
1819,“[USER]: u get what u put in. if all u offering is pussy don't be mad when all u receive is dick” 🙌,1
13542,neva trust a bitch,1
19035,"rt [USER]: it's always anime faggots that got some shit to say lmao, you in love with some damn cartoons lol fuckin nerds",1
427,"""all these bitches want a baby, i don't want no children.""",1
21829,that bitch filthy [URL],1
21621,still waiting for oomf to hit that hoe lololol,1
24778,niggas w/ bitch mentalities is a no go .,1
5657,[USER] idk ? i went to to the school like a week ago and the bitch gave me a paper and shit telling me my classes paid for and,1
68,"""[USER]: [USER] [USER] bitch fuck u [URL] maybe you'll get better. just [URL]",1
5686,"[USER] [USER] [USER]  i agree 100%. no naturalized citizenship, no anchor baby amnesty. all go to parents country of origin.",0
17140,"rt [USER]: i fucked your bitch a hunned times , what the fuck your bitch got on her mind? my fuckin dick..",1
23961,you're just trash like sorry,0
17500,rt [USER]: damn.. it's hotter than a bitch,1
22854,"ummm.. these hoes need guidance, better yet a baptism",1
4886,[USER] what u doing bitch boy,1
7061,[USER] i don't see tears bitch,1
2119,' lemme find out you didn't answer my call cause you otp with that niggah 󾌴,1
20056,rt [USER]: bitch you guessed it!,1
21175,she fuckin wit a young niggah,1
17681,"rt [USER]: them hoes are temporary, but a good woman will always be a good woman.",1
6685,[USER] you seen it hoe put that cash up bitch imma take your money and spit on your fat ass,1
16104,"rt [USER]: after 4 hours and almost 8 pages i want to slit my wrists, but i guess ill just settle for sleep",0
1475,“[USER]: smh bitches are such haters !!! how dare they do this to her black girls jealousy [URL] yooo loool,1
204,"""[USER]: ""at least i'm not a nigger"" [URL]  lmfao",1
14460,rt [USER]: [USER] lml se pasa de shunsha 😘😘and no mi joda w ur bitch waaa 😂😂,1
8808,cut that bitch off !!,1
2708,[USER] slap a taco in tht hoe face 😂😂😂✌️👐👊💯😘🙈💁,1
6679,[USER] [USER] lmaooooo we can't wash that baby ass honda you got cause that hoe don't cost more than 1200,1
4606,[USER] [USER] [USER] pussy x3,1
892,"porn,android,i phone,i pad,sex,xxx, | desi | paki [URL]",0
17216,rt [USER]: [USER] ctfu hell yea yo bitch ever got out?,1
14698,"rt [USER]: sagittarius can be compassionate towards other people when they want to be, especially towards the ones they care abo…",0
17632,rt [USER]: hoes ain't shit rt [USER]: how superficial bitches are [URL],1
22182,"these bitches both average. lmao @ ""baddie"" “[USER]: pretty girls be like 💁[URL]",1
6699,[USER] [USER] [USER] you were the one that jumped in this conversation you smelly ass bitch... just fuck off and thats it..,1
11023,i made ya bitch sicc wit that one 😂,1
17345,"rt [USER]: dear mr. science: if human so ""better,"" how come they can't be bird? oh i'm sorry was that too logic for you????",0
701,"duh [USER]: that's because they're possibly tucking a penis ""[USER]: this bitch got man boobs [URL]",1
19344,"rt [USER]: don't curve the man today, in whom you may need to eat your pussy tomorrow",1
24669,lmaooooo rt [USER]: when you sit in a ghetto girls seat at lunch [URL],1
14361,rt [USER]: rt [USER]: if i dm u don't announce it to the timeline bitch i'm tryna fuck on the low,1
3016,[USER] [USER] he wasn't training gook boy doe,0
7080,[USER] to hell with the plasticassed bitch!!,1
11978,"if you work a graveyard shift, she cheating on you off tops. somebody else gon be tucking ya bitch in.",1
10825,i hear the birds in the summer breeze; i drive fast; i am alone at midnight.,0
14870,rt [USER]: i want some popcorn hoes bol,1
1391,"“[USER] im drunk, i'm bout to bitch.”need a ride?",1
11090,i only wanna see bad bitches on snap chat,1
20811,rt [USER]: yung nation- riot . still bump that hoe,1
22550,this is why my mother isn't allowed to make brownies [URL],0
19290,rt [USER]: lmao hoes now a days 😂🙅,1
23155,"when a girl tried to argue with me whilst i was drunk, ""hes not done..."" ""you shut the fuck up bitch!"" im a nasty cunt whilst drunk s arry",1
17569,"rt [USER]: my daddy told me not to date a man with soft hands lol... either he doesn't do hard labor or he's a ""faggot"".",1
24673,lmfao what? rt [USER]: if your back is dry when you get out the shower you're a hoe!,1
10203,how she stay faithful with a room full of hoes,1
16191,rt [USER]: chillin w a couple of hoes that like hoes that like niggas that don’t act like hoes.,1
9703,give me head an kiss yah nigga u a ill bitch,1
3668,[USER] yeah wizards! agent zero bitches,1
3010,[USER] see thats all gill and green bitch ass they didn't help me get my schools either. y'all still in the tournament,1
12369,jihadi rehab needs to account for the unpleasant fact that it's the worst behaviors that *attract* participants. [URL],0
19217,"rt [USER]: curious george, the curious little monkey or deranged serial cat killer? the story the man with the yellow hat doesn't want you…",0
24014,zelda bitches lol [USER] [URL],1
18734,rt [USER]: getting called ugly by a bitch that use to idolize you. 👀 ohhhh well okay... 😂,1
3545,"[USER] nah but i was worth that 52 character, bitch.",1
17808,rt [USER]: [USER] mann fuckk dat shit!!..fuckk dat bitch!! 😂😂,1
2525,"[USER] yeah, these bitches aint shit tho",1
